2025-05-17 01:55:21,080 [INFO] ==== DQN training started ====
2025-05-17 01:55:21,096 [INFO] EP 0001 | steps:111 | reward:   1.00 | length:02 | eps:0.786
2025-05-17 01:55:21,115 [INFO] EP 0002 | steps:115 | reward:  21.40 | length:04 | eps:0.442
2025-05-17 01:55:21,117 [INFO] EP 0003 | steps:014 | reward:  -8.70 | length:02 | eps:0.412
2025-05-17 01:55:21,120 [INFO] EP 0004 | steps:014 | reward:  -8.70 | length:02 | eps:0.384
2025-05-17 01:55:21,125 [INFO] EP 0005 | steps:033 | reward:  -6.80 | length:02 | eps:0.325
2025-05-17 01:55:21,203 [INFO] EP 0006 | steps:431 | reward:  93.00 | length:08 | eps:0.050
2025-05-17 01:55:21,224 [INFO] EP 0007 | steps:056 | reward:  -4.50 | length:02 | eps:0.050
2025-05-17 01:55:21,288 [INFO] EP 0008 | steps:343 | reward: 124.20 | length:12 | eps:0.050
2025-05-17 01:55:21,378 [INFO] EP 0009 | steps:520 | reward: 101.90 | length:08 | eps:0.050
2025-05-17 01:55:21,380 [INFO] EP 0010 | steps:016 | reward:  -8.50 | length:02 | eps:0.050
2025-05-17 01:55:21,403 [INFO] EP 0011 | steps:136 | reward:  63.50 | length:08 | eps:0.050
2025-05-17 01:55:21,437 [INFO] EP 0012 | steps:205 | reward:  70.40 | length:08 | eps:0.050
2025-05-17 01:55:21,497 [INFO] EP 0013 | steps:338 | reward: 123.70 | length:12 | eps:0.050
2025-05-17 01:55:21,510 [INFO] EP 0014 | steps:069 | reward:  16.80 | length:04 | eps:0.050
2025-05-17 01:55:21,523 [INFO] EP 0015 | steps:078 | reward:   7.70 | length:03 | eps:0.050
2025-05-17 01:55:21,550 [INFO] EP 0016 | steps:141 | reward:  54.00 | length:07 | eps:0.050
2025-05-17 01:55:21,578 [INFO] EP 0017 | steps:155 | reward:  65.40 | length:08 | eps:0.050
2025-05-17 01:55:21,588 [INFO] EP 0018 | steps:069 | reward:  16.80 | length:04 | eps:0.050
2025-05-17 01:55:21,621 [INFO] EP 0019 | steps:180 | reward:  47.90 | length:06 | eps:0.050
2025-05-17 01:55:21,762 [INFO] EP 0020 | steps:750 | reward:  85.00 | length:03 | eps:0.050
2025-05-17 01:55:21,820 [INFO] EP 0021 | steps:308 | reward:  50.70 | length:05 | eps:0.050
