2025-05-19 17:56:52,875 [INFO] ==== DQN training started ====
2025-05-19 17:56:52,887 [INFO] EP 0001 | steps:084 | reward:  -1.70 | length:02 | eps:0.900
2025-05-19 17:56:52,928 [INFO] EP 0002 | steps:241 | reward:  64.00 | length:07 | eps:0.269
2025-05-19 17:56:53,000 [INFO] EP 0003 | steps:419 | reward: 181.80 | length:17 | eps:0.050
2025-05-19 17:56:53,069 [INFO] EP 0004 | steps:386 | reward: 188.50 | length:18 | eps:0.050
2025-05-19 17:56:53,095 [INFO] EP 0005 | steps:149 | reward:  74.80 | length:09 | eps:0.050
2025-05-19 17:56:53,216 [INFO] EP 0006 | steps:684 | reward: 288.30 | length:25 | eps:0.050
2025-05-19 17:56:53,257 [INFO] EP 0007 | steps:235 | reward:  83.40 | length:09 | eps:0.050
2025-05-19 17:56:53,294 [INFO] EP 0008 | steps:223 | reward: 112.20 | length:12 | eps:0.050
2025-05-19 17:56:53,419 [INFO] EP 0009 | steps:750 | reward: 325.00 | length:27 | eps:0.050
2025-05-19 17:56:53,465 [INFO] EP 0010 | steps:263 | reward:  76.20 | length:08 | eps:0.050
2025-05-19 17:56:53,484 [INFO] EP 0011 | steps:116 | reward:  21.50 | length:04 | eps:0.050
2025-05-19 17:56:53,627 [INFO] EP 0012 | steps:750 | reward: 355.00 | length:30 | eps:0.050
2025-05-19 17:56:53,754 [INFO] EP 0013 | steps:750 | reward: 365.00 | length:31 | eps:0.050
2025-05-19 17:56:53,772 [INFO] EP 0014 | steps:112 | reward:  51.10 | length:07 | eps:0.050
2025-05-19 17:56:53,824 [INFO] EP 0015 | steps:303 | reward: 120.20 | length:12 | eps:0.050
2025-05-19 17:56:53,878 [INFO] EP 0016 | steps:294 | reward: 139.30 | length:14 | eps:0.050
2025-05-19 17:56:53,914 [INFO] EP 0017 | steps:209 | reward:  70.80 | length:08 | eps:0.050
2025-05-19 17:56:53,972 [INFO] EP 0018 | steps:340 | reward: 123.90 | length:12 | eps:0.050
2025-05-19 17:56:53,991 [INFO] EP 0019 | steps:110 | reward:  40.90 | length:06 | eps:0.050
2025-05-19 17:56:54,017 [INFO] EP 0020 | steps:162 | reward:  56.10 | length:07 | eps:0.050
2025-05-19 17:56:54,027 [INFO] EP 0021 | steps:054 | reward:  15.30 | length:04 | eps:0.050
2025-05-19 17:56:54,061 [INFO] EP 0022 | steps:201 | reward:  70.00 | length:08 | eps:0.050
2025-05-19 17:56:54,113 [INFO] EP 0023 | steps:303 | reward: 120.20 | length:12 | eps:0.050
2025-05-19 17:56:54,124 [INFO] EP 0024 | steps:067 | reward:  16.60 | length:04 | eps:0.050
2025-05-19 17:56:54,195 [INFO] EP 0025 | steps:416 | reward: 161.50 | length:15 | eps:0.050
2025-05-19 17:56:54,321 [INFO] EP 0026 | steps:750 | reward: 295.00 | length:24 | eps:0.050
2025-05-19 17:56:54,371 [INFO] EP 0027 | steps:307 | reward: 120.60 | length:12 | eps:0.050
2025-05-19 17:56:54,452 [INFO] EP 0028 | steps:468 | reward: 186.70 | length:17 | eps:0.050
2025-05-19 17:56:54,533 [INFO] EP 0029 | steps:438 | reward: 213.70 | length:20 | eps:0.050
2025-05-19 17:56:54,638 [INFO] EP 0030 | steps:610 | reward: 290.90 | length:26 | eps:0.050
2025-05-19 17:56:54,675 [INFO] EP 0031 | steps:205 | reward:  80.40 | length:09 | eps:0.050
2025-05-19 17:56:54,697 [INFO] EP 0032 | steps:104 | reward:  30.30 | length:05 | eps:0.050
2025-05-19 17:56:54,754 [INFO] EP 0033 | steps:337 | reward: 133.60 | length:13 | eps:0.050
2025-05-19 17:56:54,758 [INFO] EP 0034 | steps:023 | reward:   2.20 | length:03 | eps:0.050
2025-05-19 17:56:54,777 [INFO] EP 0035 | steps:110 | reward:  30.90 | length:05 | eps:0.050
2025-05-19 17:56:54,847 [INFO] EP 0036 | steps:384 | reward: 148.30 | length:14 | eps:0.050
2025-05-19 17:56:54,870 [INFO] EP 0037 | steps:127 | reward:  72.60 | length:09 | eps:0.050
2025-05-19 17:56:54,959 [INFO] EP 0038 | steps:471 | reward: 257.00 | length:24 | eps:0.050
2025-05-19 17:56:55,033 [INFO] EP 0039 | steps:392 | reward: 179.10 | length:17 | eps:0.050
2025-05-19 17:56:55,102 [INFO] EP 0040 | steps:348 | reward: 164.70 | length:16 | eps:0.050
2025-05-19 17:56:55,141 [INFO] EP 0041 | steps:188 | reward:  78.70 | length:09 | eps:0.050
2025-05-19 17:56:55,182 [INFO] EP 0042 | steps:181 | reward:  78.00 | length:09 | eps:0.050
2025-05-19 17:56:55,253 [INFO] EP 0043 | steps:346 | reward: 154.50 | length:15 | eps:0.050
2025-05-19 17:56:55,301 [INFO] EP 0044 | steps:243 | reward: 104.20 | length:11 | eps:0.050
2025-05-19 17:56:55,338 [INFO] EP 0045 | steps:201 | reward:  80.00 | length:09 | eps:0.050
2025-05-19 17:56:55,363 [INFO] EP 0046 | steps:129 | reward:  62.80 | length:08 | eps:0.050
2025-05-19 17:56:55,421 [INFO] EP 0047 | steps:282 | reward: 128.10 | length:13 | eps:0.050
2025-05-19 17:56:55,444 [INFO] EP 0048 | steps:119 | reward:  31.80 | length:05 | eps:0.050
2025-05-19 17:56:55,528 [INFO] EP 0049 | steps:384 | reward: 158.30 | length:15 | eps:0.050
2025-05-19 17:56:55,600 [INFO] EP 0050 | steps:376 | reward: 177.50 | length:17 | eps:0.050
