2025-05-19 18:02:23,893 [INFO] ==== DQN training started ====
2025-05-19 18:02:23,967 [INFO] EP 0001 | steps:456 | reward: 105.50 | length:09 | eps:0.139
2025-05-19 18:02:23,984 [INFO] EP 0002 | steps:098 | reward:  39.70 | length:06 | eps:0.085
2025-05-19 18:02:24,113 [INFO] EP 0003 | steps:750 | reward: 325.00 | length:27 | eps:0.050
2025-05-19 18:02:24,174 [INFO] EP 0004 | steps:373 | reward: 167.20 | length:16 | eps:0.050
2025-05-19 18:02:24,191 [INFO] EP 0005 | steps:099 | reward:  19.80 | length:04 | eps:0.050
2025-05-19 18:02:24,223 [INFO] EP 0006 | steps:173 | reward:  67.20 | length:08 | eps:0.050
2025-05-19 18:02:24,324 [INFO] EP 0007 | steps:412 | reward: 221.10 | length:21 | eps:0.050
2025-05-19 18:02:24,459 [INFO] EP 0008 | steps:750 | reward: 325.00 | length:27 | eps:0.050
2025-05-19 18:02:24,477 [INFO] EP 0009 | steps:105 | reward:  10.40 | length:03 | eps:0.050
2025-05-19 18:02:24,534 [INFO] EP 0010 | steps:312 | reward: 151.10 | length:15 | eps:0.050
2025-05-19 18:02:24,674 [INFO] EP 0011 | steps:750 | reward: 325.00 | length:27 | eps:0.050
2025-05-19 18:02:24,765 [INFO] EP 0012 | steps:473 | reward: 147.20 | length:13 | eps:0.050
2025-05-19 18:02:24,802 [INFO] EP 0013 | steps:196 | reward:  79.50 | length:09 | eps:0.050
2025-05-19 18:02:24,816 [INFO] EP 0014 | steps:084 | reward:  38.30 | length:06 | eps:0.050
2025-05-19 18:02:24,829 [INFO] EP 0015 | steps:065 | reward:  16.40 | length:04 | eps:0.050
2025-05-19 18:02:24,858 [INFO] EP 0016 | steps:162 | reward:  56.10 | length:07 | eps:0.050
2025-05-19 18:02:24,884 [INFO] EP 0017 | steps:149 | reward:  64.80 | length:08 | eps:0.050
2025-05-19 18:02:24,949 [INFO] EP 0018 | steps:327 | reward: 102.60 | length:10 | eps:0.050
2025-05-19 18:02:25,035 [INFO] EP 0019 | steps:426 | reward: 162.50 | length:15 | eps:0.050
2025-05-19 18:02:25,101 [INFO] EP 0020 | steps:355 | reward: 125.40 | length:12 | eps:0.050
2025-05-19 18:02:25,169 [INFO] EP 0021 | steps:261 | reward: 106.00 | length:11 | eps:0.050
2025-05-19 18:02:25,244 [INFO] EP 0022 | steps:297 | reward: 119.60 | length:12 | eps:0.050
2025-05-19 18:02:25,296 [INFO] EP 0023 | steps:254 | reward:  95.30 | length:10 | eps:0.050
2025-05-19 18:02:25,430 [INFO] EP 0024 | steps:674 | reward: 227.30 | length:19 | eps:0.050
2025-05-19 18:02:25,510 [INFO] EP 0025 | steps:443 | reward: 224.20 | length:21 | eps:0.050
2025-05-19 18:02:25,533 [INFO] EP 0026 | steps:120 | reward:  41.90 | length:06 | eps:0.050
2025-05-19 18:02:25,580 [INFO] EP 0027 | steps:246 | reward: 114.50 | length:12 | eps:0.050
2025-05-19 18:02:25,639 [INFO] EP 0028 | steps:298 | reward:  99.70 | length:10 | eps:0.050
2025-05-19 18:02:25,677 [INFO] EP 0029 | steps:214 | reward:  71.30 | length:08 | eps:0.050
2025-05-19 18:02:25,696 [INFO] EP 0030 | steps:103 | reward:  20.20 | length:04 | eps:0.050
2025-05-19 18:02:25,719 [INFO] EP 0031 | steps:119 | reward:  41.80 | length:06 | eps:0.050
2025-05-19 18:02:25,858 [INFO] EP 0032 | steps:716 | reward: 331.50 | length:29 | eps:0.050
2025-05-19 18:02:26,001 [INFO] EP 0033 | steps:750 | reward: 335.00 | length:28 | eps:0.050
2025-05-19 18:02:26,024 [INFO] EP 0034 | steps:118 | reward:  61.70 | length:08 | eps:0.050
2025-05-19 18:02:26,086 [INFO] EP 0035 | steps:346 | reward: 164.50 | length:16 | eps:0.050
2025-05-19 18:02:26,209 [INFO] EP 0036 | steps:720 | reward: 341.90 | length:30 | eps:0.050
2025-05-19 18:02:26,236 [INFO] EP 0037 | steps:149 | reward:  54.80 | length:07 | eps:0.050
2025-05-19 18:02:26,271 [INFO] EP 0038 | steps:211 | reward:  81.00 | length:09 | eps:0.050
2025-05-19 18:02:26,367 [INFO] EP 0039 | steps:548 | reward: 224.70 | length:20 | eps:0.050
2025-05-19 18:02:26,385 [INFO] EP 0040 | steps:111 | reward:  41.00 | length:06 | eps:0.050
2025-05-19 18:02:26,400 [INFO] EP 0041 | steps:090 | reward:  28.90 | length:05 | eps:0.050
2025-05-19 18:02:26,454 [INFO] EP 0042 | steps:298 | reward: 109.70 | length:11 | eps:0.050
2025-05-19 18:02:26,481 [INFO] EP 0043 | steps:158 | reward:  85.70 | length:10 | eps:0.050
2025-05-19 18:02:26,512 [INFO] EP 0044 | steps:176 | reward:  77.50 | length:09 | eps:0.050
2025-05-19 18:02:26,532 [INFO] EP 0045 | steps:109 | reward:  30.80 | length:05 | eps:0.050
2025-05-19 18:02:26,554 [INFO] EP 0046 | steps:114 | reward:  41.30 | length:06 | eps:0.050
2025-05-19 18:02:26,629 [INFO] EP 0047 | steps:425 | reward: 212.40 | length:20 | eps:0.050
2025-05-19 18:02:26,683 [INFO] EP 0048 | steps:313 | reward: 141.20 | length:14 | eps:0.050
2025-05-19 18:02:26,753 [INFO] EP 0049 | steps:411 | reward: 191.00 | length:18 | eps:0.050
2025-05-19 18:02:26,794 [INFO] EP 0050 | steps:239 | reward:  93.80 | length:10 | eps:0.050
2025-05-19 18:02:26,903 [INFO] EP 0051 | steps:601 | reward: 240.00 | length:21 | eps:0.050
2025-05-19 18:02:26,946 [INFO] EP 0052 | steps:203 | reward:  70.20 | length:08 | eps:0.050
2025-05-19 18:02:27,037 [INFO] EP 0053 | steps:478 | reward: 177.70 | length:16 | eps:0.050
2025-05-19 18:02:27,046 [INFO] EP 0054 | steps:047 | reward:  14.60 | length:04 | eps:0.050
2025-05-19 18:02:27,188 [INFO] EP 0055 | steps:750 | reward: 325.00 | length:27 | eps:0.050
2025-05-19 18:02:27,203 [INFO] EP 0056 | steps:085 | reward:  38.40 | length:06 | eps:0.050
2025-05-19 18:02:27,291 [INFO] EP 0057 | steps:481 | reward: 288.00 | length:27 | eps:0.050
2025-05-19 18:02:27,322 [INFO] EP 0058 | steps:150 | reward:  64.90 | length:08 | eps:0.050
2025-05-19 18:02:27,339 [INFO] EP 0059 | steps:082 | reward:  28.10 | length:05 | eps:0.050
2025-05-19 18:02:27,455 [INFO] EP 0060 | steps:587 | reward: 288.60 | length:26 | eps:0.050
2025-05-19 18:02:27,606 [INFO] EP 0061 | steps:750 | reward: 305.00 | length:25 | eps:0.050
2025-05-19 18:02:27,630 [INFO] EP 0062 | steps:125 | reward:  32.40 | length:05 | eps:0.050
2025-05-19 18:02:27,667 [INFO] EP 0063 | steps:190 | reward:  88.90 | length:10 | eps:0.050
2025-05-19 18:02:27,721 [INFO] EP 0064 | steps:274 | reward: 127.30 | length:13 | eps:0.050
2025-05-19 18:02:27,802 [INFO] EP 0065 | steps:422 | reward: 172.10 | length:16 | eps:0.050
2025-05-19 18:02:27,825 [INFO] EP 0066 | steps:119 | reward:  51.80 | length:07 | eps:0.050
2025-05-19 18:02:27,880 [INFO] EP 0067 | steps:302 | reward: 140.10 | length:14 | eps:0.050
2025-05-19 18:02:27,970 [INFO] EP 0068 | steps:463 | reward: 206.20 | length:19 | eps:0.050
2025-05-19 18:02:28,029 [INFO] EP 0069 | steps:315 | reward: 161.40 | length:16 | eps:0.050
2025-05-19 18:02:28,038 [INFO] EP 0070 | steps:043 | reward:  14.20 | length:04 | eps:0.050
2025-05-19 18:02:28,063 [INFO] EP 0071 | steps:129 | reward:  52.80 | length:07 | eps:0.050
2025-05-19 18:02:28,097 [INFO] EP 0072 | steps:185 | reward:  68.40 | length:08 | eps:0.050
2025-05-19 18:02:28,110 [INFO] EP 0073 | steps:073 | reward:  17.20 | length:04 | eps:0.050
2025-05-19 18:02:28,172 [INFO] EP 0074 | steps:329 | reward: 152.80 | length:15 | eps:0.050
2025-05-19 18:02:28,306 [INFO] EP 0075 | steps:750 | reward: 345.00 | length:29 | eps:0.050
2025-05-19 18:02:28,389 [INFO] EP 0076 | steps:465 | reward: 216.40 | length:20 | eps:0.050
2025-05-19 18:02:28,395 [INFO] EP 0077 | steps:032 | reward:  13.10 | length:04 | eps:0.050
2025-05-19 18:02:28,506 [INFO] EP 0078 | steps:595 | reward: 299.40 | length:27 | eps:0.050
2025-05-19 18:02:28,627 [INFO] EP 0079 | steps:657 | reward: 285.60 | length:25 | eps:0.050
2025-05-19 18:02:28,767 [INFO] EP 0080 | steps:750 | reward: 375.00 | length:32 | eps:0.050
2025-05-19 18:02:28,811 [INFO] EP 0081 | steps:243 | reward: 114.20 | length:12 | eps:0.050
2025-05-19 18:02:28,823 [INFO] EP 0082 | steps:065 | reward:  26.40 | length:05 | eps:0.050
2025-05-19 18:02:28,928 [INFO] EP 0083 | steps:574 | reward: 257.30 | length:23 | eps:0.050
2025-05-19 18:02:28,959 [INFO] EP 0084 | steps:165 | reward:  46.40 | length:06 | eps:0.050
2025-05-19 18:02:29,032 [INFO] EP 0085 | steps:405 | reward: 200.40 | length:19 | eps:0.050
2025-05-19 18:02:29,080 [INFO] EP 0086 | steps:258 | reward:  75.70 | length:08 | eps:0.050
2025-05-19 18:02:29,126 [INFO] EP 0087 | steps:251 | reward: 135.00 | length:14 | eps:0.050
2025-05-19 18:02:29,232 [INFO] EP 0088 | steps:561 | reward: 266.00 | length:24 | eps:0.050
2025-05-19 18:02:29,299 [INFO] EP 0089 | steps:362 | reward: 196.10 | length:19 | eps:0.050
2025-05-19 18:02:29,400 [INFO] EP 0090 | steps:532 | reward: 263.10 | length:24 | eps:0.050
2025-05-19 18:02:29,443 [INFO] EP 0091 | steps:229 | reward: 102.80 | length:11 | eps:0.050
2025-05-19 18:02:29,492 [INFO] EP 0092 | steps:262 | reward: 116.10 | length:12 | eps:0.050
2025-05-19 18:02:29,628 [INFO] EP 0093 | steps:750 | reward: 375.00 | length:32 | eps:0.050
2025-05-19 18:02:29,687 [INFO] EP 0094 | steps:326 | reward: 162.50 | length:16 | eps:0.050
2025-05-19 18:02:29,765 [INFO] EP 0095 | steps:413 | reward: 181.20 | length:17 | eps:0.050
