2025-05-19 20:32:57,866 [INFO] ==== DQN training started ====
2025-05-19 20:32:58,390 [INFO] EP 0001 | steps:2000 | reward: 210.00 | length:03 | eps:0.050
2025-05-19 20:32:58,858 [INFO] EP 0002 | steps:2000 | reward: 200.00 | length:02 | eps:0.050
2025-05-19 20:32:59,282 [INFO] EP 0003 | steps:2000 | reward: 200.00 | length:02 | eps:0.050
2025-05-19 20:32:59,663 [INFO] EP 0004 | steps:2000 | reward: 200.00 | length:02 | eps:0.050
2025-05-19 20:33:00,161 [INFO] EP 0005 | steps:2000 | reward: 200.00 | length:02 | eps:0.050
2025-05-19 20:33:00,634 [INFO] EP 0006 | steps:2000 | reward: 210.00 | length:03 | eps:0.050
2025-05-19 20:33:01,154 [INFO] EP 0007 | steps:2000 | reward: 200.00 | length:02 | eps:0.050
2025-05-19 20:33:01,654 [INFO] EP 0008 | steps:2000 | reward: 200.00 | length:02 | eps:0.050
2025-05-19 20:33:02,208 [INFO] EP 0009 | steps:2000 | reward: 200.00 | length:02 | eps:0.050
2025-05-19 20:33:02,776 [INFO] EP 0010 | steps:2000 | reward: 210.00 | length:03 | eps:0.050
2025-05-19 20:33:03,230 [INFO] EP 0011 | steps:2000 | reward: 200.00 | length:02 | eps:0.050
2025-05-19 20:33:03,726 [INFO] EP 0012 | steps:2000 | reward: 200.00 | length:02 | eps:0.050
2025-05-19 20:33:04,176 [INFO] EP 0013 | steps:2000 | reward: 200.00 | length:02 | eps:0.050
2025-05-19 20:33:04,680 [INFO] EP 0014 | steps:2000 | reward: 200.00 | length:02 | eps:0.050
2025-05-19 20:33:05,649 [INFO] EP 0015 | steps:2000 | reward: 200.00 | length:02 | eps:0.050
2025-05-19 20:33:06,883 [INFO] EP 0016 | steps:1548 | reward: 144.70 | length:02 | eps:0.050
2025-05-19 20:33:08,597 [INFO] EP 0017 | steps:2000 | reward: 200.00 | length:02 | eps:0.050
2025-05-19 20:33:10,306 [INFO] EP 0018 | steps:2000 | reward: 200.00 | length:02 | eps:0.050
2025-05-19 20:33:12,093 [INFO] EP 0019 | steps:2000 | reward: 210.00 | length:03 | eps:0.050
2025-05-19 20:33:13,028 [INFO] EP 0020 | steps:967 | reward:  86.60 | length:02 | eps:0.050
2025-05-19 20:33:14,694 [INFO] EP 0021 | steps:1729 | reward: 162.80 | length:02 | eps:0.050
2025-05-19 20:33:16,549 [INFO] EP 0022 | steps:1995 | reward: 189.40 | length:02 | eps:0.050
2025-05-19 20:33:16,579 [INFO] EP 0023 | steps:031 | reward:  -7.00 | length:02 | eps:0.050
2025-05-19 20:33:16,611 [INFO] EP 0024 | steps:035 | reward:  -6.60 | length:02 | eps:0.050
2025-05-19 20:33:16,738 [INFO] EP 0025 | steps:128 | reward:   2.70 | length:02 | eps:0.050
