2025-05-17 00:09:45,782 [INFO] ==== DQN training started ====
2025-05-17 00:09:46,537 [INFO] EP 0001 | steps:033 | reward:  -6.80 | length:02 | eps:1.000
2025-05-17 00:09:47,782 [INFO] EP 0002 | steps:076 | reward:  -2.50 | length:02 | eps:0.794
2025-05-17 00:09:50,113 [INFO] EP 0003 | steps:141 | reward:  24.00 | length:04 | eps:0.392
2025-05-17 00:09:51,149 [INFO] EP 0004 | steps:063 | reward:   6.20 | length:03 | eps:0.286
2025-05-17 00:09:53,152 [INFO] EP 0005 | steps:121 | reward:  12.00 | length:03 | eps:0.156
2025-05-17 00:09:54,546 [INFO] EP 0006 | steps:085 | reward:  -1.60 | length:02 | eps:0.102
2025-05-17 00:10:01,903 [INFO] EP 0007 | steps:446 | reward:  64.50 | length:05 | eps:0.050
2025-05-17 00:10:09,209 [INFO] EP 0008 | steps:443 | reward: 104.20 | length:09 | eps:0.050
2025-05-17 00:10:14,304 [INFO] EP 0009 | steps:311 | reward:  81.00 | length:08 | eps:0.050
2025-05-17 00:10:18,652 [INFO] EP 0010 | steps:265 | reward:  46.40 | length:05 | eps:0.050
2025-05-17 00:10:21,450 [INFO] EP 0011 | steps:170 | reward:  16.90 | length:03 | eps:0.050
2025-05-17 00:10:33,795 [INFO] EP 0012 | steps:750 | reward: 125.00 | length:07 | eps:0.050
2025-05-17 00:10:46,099 [INFO] EP 0013 | steps:750 | reward: 125.00 | length:07 | eps:0.050
2025-05-17 00:10:51,510 [INFO] EP 0014 | steps:329 | reward:  32.80 | length:03 | eps:0.050
2025-05-17 00:11:03,861 [INFO] EP 0015 | steps:750 | reward: 105.00 | length:05 | eps:0.050
2025-05-17 00:11:08,092 [INFO] EP 0016 | steps:258 | reward:  35.70 | length:04 | eps:0.050
2025-05-17 00:11:08,487 [INFO] EP 0017 | steps:024 | reward:  -7.70 | length:02 | eps:0.050
2025-05-17 00:11:20,074 [INFO] EP 0018 | steps:706 | reward: 110.50 | length:07 | eps:0.050
2025-05-17 00:11:22,960 [INFO] EP 0019 | steps:176 | reward:  27.50 | length:04 | eps:0.050
2025-05-17 00:11:26,885 [INFO] EP 0020 | steps:239 | reward:  33.80 | length:04 | eps:0.050
2025-05-17 00:11:29,438 [INFO] EP 0021 | steps:155 | reward:  25.40 | length:04 | eps:0.050
2025-05-17 00:11:41,549 [INFO] EP 0022 | steps:737 | reward:  63.60 | length:02 | eps:0.050
2025-05-17 00:11:41,747 [INFO] EP 0023 | steps:012 | reward:  -8.90 | length:02 | eps:0.050
2025-05-17 00:11:45,324 [INFO] EP 0024 | steps:218 | reward:  31.70 | length:04 | eps:0.050
2025-05-17 00:11:53,504 [INFO] EP 0025 | steps:497 | reward:  89.60 | length:07 | eps:0.050
2025-05-17 00:11:57,412 [INFO] EP 0026 | steps:237 | reward:  43.60 | length:05 | eps:0.050
2025-05-17 00:11:58,679 [INFO] EP 0027 | steps:077 | reward:  -2.40 | length:02 | eps:0.050
2025-05-17 00:11:59,836 [INFO] EP 0028 | steps:070 | reward:  16.90 | length:04 | eps:0.050
2025-05-17 00:12:05,595 [INFO] EP 0029 | steps:351 | reward:  55.00 | length:05 | eps:0.050
2025-05-17 00:12:05,957 [INFO] EP 0030 | steps:022 | reward:  -7.90 | length:02 | eps:0.050
2025-05-17 00:12:13,359 [INFO] EP 0031 | steps:449 | reward:  94.80 | length:08 | eps:0.050
2025-05-17 00:12:13,914 [INFO] EP 0032 | steps:034 | reward:  -6.70 | length:02 | eps:0.050
2025-05-17 00:12:17,384 [INFO] EP 0033 | steps:211 | reward:  31.00 | length:04 | eps:0.050
2025-05-17 00:12:26,343 [INFO] EP 0034 | steps:542 | reward:  94.10 | length:07 | eps:0.050
2025-05-17 00:12:27,344 [INFO] EP 0035 | steps:061 | reward:  16.00 | length:04 | eps:0.050
2025-05-17 00:12:31,422 [INFO] EP 0036 | steps:247 | reward:  34.60 | length:04 | eps:0.050
2025-05-17 00:12:35,837 [INFO] EP 0037 | steps:267 | reward:  36.60 | length:04 | eps:0.050
2025-05-17 00:12:40,699 [INFO] EP 0038 | steps:294 | reward:  29.30 | length:03 | eps:0.050
2025-05-17 00:12:45,081 [INFO] EP 0039 | steps:265 | reward:  66.40 | length:07 | eps:0.050
2025-05-17 00:12:48,836 [INFO] EP 0040 | steps:227 | reward:  82.60 | length:09 | eps:0.050
