2025-05-16 23:34:10,097 [INFO] ==== DQN training started ====
2025-05-16 23:34:10,110 [INFO] EP 0001 | steps:079 | reward:  -2.20 | length:02 | eps:0.923
2025-05-16 23:34:10,128 [INFO] EP 0002 | steps:104 | reward:  20.30 | length:04 | eps:0.548
2025-05-16 23:34:10,137 [INFO] EP 0003 | steps:057 | reward:  15.60 | length:04 | eps:0.412
2025-05-16 23:34:10,157 [INFO] EP 0004 | steps:077 | reward:  27.60 | length:05 | eps:0.280
2025-05-16 23:34:10,172 [INFO] EP 0005 | steps:083 | reward:  28.20 | length:05 | eps:0.185
2025-05-16 23:34:10,222 [INFO] EP 0006 | steps:251 | reward: 145.00 | length:15 | eps:0.052
2025-05-16 23:34:10,309 [INFO] EP 0007 | steps:471 | reward: 267.00 | length:25 | eps:0.050
2025-05-16 23:34:10,393 [INFO] EP 0008 | steps:404 | reward: 230.30 | length:22 | eps:0.050
2025-05-16 23:34:10,411 [INFO] EP 0009 | steps:074 | reward:  27.30 | length:05 | eps:0.050
2025-05-16 23:34:10,477 [INFO] EP 0010 | steps:332 | reward: 203.10 | length:20 | eps:0.050
2025-05-16 23:34:10,535 [INFO] EP 0011 | steps:264 | reward: 136.30 | length:14 | eps:0.050
2025-05-16 23:34:10,649 [INFO] EP 0012 | steps:499 | reward: 309.80 | length:29 | eps:0.050
2025-05-16 23:34:10,749 [INFO] EP 0013 | steps:531 | reward: 343.00 | length:32 | eps:0.050
2025-05-16 23:34:10,758 [INFO] EP 0014 | steps:042 | reward:  24.10 | length:05 | eps:0.050
2025-05-16 23:34:10,778 [INFO] EP 0015 | steps:113 | reward:  51.20 | length:07 | eps:0.050
2025-05-16 23:34:10,810 [INFO] EP 0016 | steps:108 | reward:  70.70 | length:09 | eps:0.050
2025-05-16 23:34:10,869 [INFO] EP 0017 | steps:274 | reward: 167.30 | length:17 | eps:0.050
2025-05-16 23:34:10,880 [INFO] EP 0018 | steps:045 | reward:  24.40 | length:05 | eps:0.050
2025-05-16 23:34:10,979 [INFO] EP 0019 | steps:392 | reward: 219.10 | length:21 | eps:0.050
2025-05-16 23:34:11,076 [INFO] EP 0020 | steps:379 | reward: 217.80 | length:21 | eps:0.050
2025-05-16 23:34:11,143 [INFO] EP 0021 | steps:303 | reward: 170.20 | length:17 | eps:0.050
2025-05-16 23:34:11,245 [INFO] EP 0022 | steps:503 | reward: 300.20 | length:28 | eps:0.050
2025-05-16 23:34:11,333 [INFO] EP 0023 | steps:399 | reward: 199.80 | length:19 | eps:0.050
2025-05-16 23:34:11,459 [INFO] EP 0024 | steps:575 | reward: 317.40 | length:29 | eps:0.050
2025-05-16 23:34:11,590 [INFO] EP 0025 | steps:654 | reward: 385.30 | length:35 | eps:0.050
